A18-8529-502,A188529502,18-8529-502,ASPOCK,1143,0
A18-8536-001,A188536001,18-8536-007,ASPOCK,594,1
A18-8550-002,A188550002,A188550002,ASPOCK,321,5
A18-8560-002,A188560002,A256000507,ASPOCK,614,59
A18-8570-001,A188570001,,ASPOCK,621,31
A18-8570-101,A188570101,188570101,ASPOCK,621,51
A18-8880-104,A188880104,18-8880-104,ASPOCK,0,0
A21-2000-004,A212000004,212000004,ASPOCK,185,0
A21-2200-004,A212200004,A21-2200-004,ASPOCK,156,0
A21-2201-014,A212201014,212201014,ASPOCK,178,0
A21-6600-014,A216600014,,ASPOCK,375,0
A24-5200-007,A245200007,,ASPOCK,546,0
A24-7000-000,A247000000,2470000000,ASPOCK,0,0
A24-7000-007,A247000007,,ASPOCK,442,2
A24-7200-000,A247200000,A247200000,ASPOCK,0,0
A24-7200-007,A247200007,,ASPOCK,355,4
A25-2000-507,A252000507,A18-8520-002,ASPOCK,884,0
A25-2200-001,A252200001,252200001,ASPOCK,810,3
A25-2210-001,A252210001,25-2210-001,ASPOCK,1066,8
A25-2210-007,A252210007,A25-2210-007,ASPOCK,1001,0
A25-2210-701,A252210701,,ASPOCK,1451,0
A25-2211-001,A252211001,A25-2211-001,ASPOCK,1066,10
A25-2400-507,A252400507,A18-8520-002,ASPOCK,721,0
A25-2600-001,A252600001,252600001,ASPOCK,810,2
A25-2610-001,A252610001,,ASPOCK,1066,6
A25-2610-701,A252610701,,ASPOCK,1451,0
A25-2800-501,A252800501,25-2800-501,ASPOCK,967,0
A25-2800-507,A252800507,25-2800-507,ASPOCK,967,0
A25-2801-707,A252801707,,ASPOCK,3688,0
A25-2810-501,A252810501,25-2810-501,ASPOCK,1074,0
A25-2810-507,A252810507,25-2810-507,ASPOCK,1208,0
A25-2810-511,A252810511,252810511,ASPOCK,1294,2
A25-2850-511,A252850511,A252850511,ASPOCK,2250,0
A25-2900-501,A252900501,25-2900-501,ASPOCK,967,0
A25-2900-507,A252900507,25-2900-507,ASPOCK,967,0
A25-2901-707,A252901707,,ASPOCK,3688,0
A25-2910-501,A252910501,252910501,ASPOCK,1074,0
A25-2910-507,A252910507,25-2910-507,ASPOCK,1208,0
A25-2910-511,A252910511,2529510511,ASPOCK,1294,0
A25-2950-511,A252950511,A252950511,ASPOCK,2250,0
A25-3800-507,A253800507,25-3800-507,ASPOCK,3270,0
A25-3820-517,A253820517,25-3820-517,ASPOCK,3612,0
A25-3900-507,A253900507,25-3900-507,ASPOCK,3270,0
A25-3920-511,A253920511,A25-3920-511,ASPOCK,3468,0
A25-3920-517,A253920517,25-3920-517,ASPOCK,3612,0
A25-4120-001,A254120001,25-4120-007,ASPOCK,3106,1
A25-4120-011,A254120011,25-4120-017,ASPOCK,3450,4
A25-4120-021,A254120021,25-4120-027,ASPOCK,4147,0
A25-4121-001,A254121001,25-4121-007,ASPOCK,3105,1
A25-4121-011,A254121011,25-4121-017,ASPOCK,3451,4
A25-4121-021,A254121021,25-4121-027,ASPOCK,4147,0
A25-5000-507,A255000507,,ASPOCK,691,0
A25-5400-501,A255400501,25-5400-501,ASPOCK,736,3
A25-5500-501,A255500501,,ASPOCK,740,0
A25-6000-501,A256000501,A25-6000-501,ASPOCK,1229,28
A25-6001-507,A256001507,A256000507,ASPOCK,1484,0
A25-6010-501,A256010501,1098645,ASPOCK,1449,0
A25-6010-507,A256010507,1098645,ASPOCK,1361,0
A25-6011-501,A256011501,A256011507,ASPOCK,1938,0
A25-6011-507,A256011507,A256011507,ASPOCK,1420,0
A25-6011-511,A256011511,A256011511,ASPOCK,1452,0
A25-6011-517,A256011517,A256011517,ASPOCK,1546,10
A25-6030-501,A256030501,1157244,ASPOCK,1643,84
A25-6200-501,A256200501,25-6200-501,ASPOCK,1325,0
A25-6400-507,A256400507,098215102,ASPOCK,1229,79
A25-6410-501,A256410501,1098646,ASPOCK,1449,1
A25-6410-507,A256410507,1098646,ASPOCK,1361,0
A25-6411-511,A256411511,,ASPOCK,1452,0
A25-6411-517,A256411517,A256411517,ASPOCK,1546,1
A25-6430-501,A256430501,1157245,ASPOCK,1643,0
A25-6610-501,A256610501,25-6610-501,ASPOCK,1629,0
A25-7000-507,A257000507,A257000507,ASPOCK,1367,0
A25-7000-707,A257000707,A257000707,ASPOCK,3161,1
A25-7000-717,A257000717,257000717,ASPOCK,3191,0
A25-7020-504,A257020504,,ASPOCK,1794,0
A25-7020-507,A257020507,,ASPOCK,1794,0
A25-7020-511,A257020511,,ASPOCK,1932,0
A25-7400-507,A257400507,A257400507,ASPOCK,1367,0
A25-7400-707,A257400707,A257400707,ASPOCK,3161,0
A25-7400-717,A257400717,257400717,ASPOCK,3191,0
A25-7420-504,A257420504,257420504,ASPOCK,1794,0
A25-7420-507,A257420507,,ASPOCK,1794,0
A25-7420-511,A257420511,,ASPOCK,1932,0
A26-3000-004,A263000004,263000004,ASPOCK,117,0
A31-2004-014,A312004014,31-2004-014,ASPOCK,213,0
A31-2004-037,A312004037,A312004037,ASPOCK,232,0
A31-2064-014,A312064014,,ASPOCK,228,0
A31-2064-017,A312064017,A312064017,ASPOCK,218,0
A31-2064-034,A312064034,,ASPOCK,256,0
A31-2064-037,A312064037,312064037,ASPOCK,232,0
A31-2164-014,A312164014,,ASPOCK,252,0
A31-2214-014,A312214014,312214014,ASPOCK,219,0
A31-2214-017,A312214017,A31-2214-017,ASPOCK,198,0
A31-2214-034,A312214034,,ASPOCK,234,4
A31-2364-034,A312364034,312364034,ASPOCK,218,0
A31-2364-334,A312364334,312364334,ASPOCK,225,0
A31-2464-034,A312464034,1183262,ASPOCK,483,0
A31-2800-007,A312800007,127551722,ASPOCK,101,36
A31-3102-024,A313102024,A313102024,ASPOCK,498,0
A31-3103-024,A313103024,A313103024,ASPOCK,498,0
A31-3104-007,A313104007,A31-3104-007,ASPOCK,474,0
A31-3104-017,A313104017,A31-3104-014,ASPOCK,484,18
A31-3302-007,A313302007,A313302007,ASPOCK,740,0
A31-3302-017,A313302017,A313302017,ASPOCK,477,2
A31-3302-054,A313302054,313302054,ASPOCK,621,0
A31-3303-017,A313303017,A313303017,ASPOCK,585,4
A31-3303-054,A313303054,313303054,ASPOCK,621,0
A31-3304-044,A313304044,,ASPOCK,580,0
A31-3304-047,A313304047,A31-3304-047,ASPOCK,570,0
A31-3304-054,A313304054,,ASPOCK,580,0
A31-3304-057,A313304057,A31-3304-057,ASPOCK,570,0
A31-3304-067,A313304067,A313304067,ASPOCK,547,4
A31-3304-077,A313304077,A313304077,ASPOCK,547,1
A31-3304-087,A313304087,A313304087,ASPOCK,547,0
A31-3304-097,A313304097,A313304097,ASPOCK,580,0
A31-3306-237,A313306237,,ASPOCK,621,0
A31-3360-007,A313360007,A313360007,ASPOCK,621,6
A31-3360-017,A313360017,A313360017,ASPOCK,553,1
A31-3364-007,A313364007,A313364007,ASPOCK,612,0
A31-3364-017,A313364017,A313364017,ASPOCK,582,2
A31-3364-027,A313364027,A313364027,ASPOCK,612,0
A31-3364-037,A313364037,A313364037,ASPOCK,582,1
A31-3364-047,A313364047,A313364047,ASPOCK,569,1
A31-3364-057,A313364057,A313364057,ASPOCK,621,0
A31-3365-017,A313365017,A313365017,ASPOCK,553,0
A31-3365-027,A313365027,A313365027,ASPOCK,678,2
A31-3366-017,A313366017,A313366017,ASPOCK,553,4
A31-3404-004,A313404004,,ASPOCK,334,2
A31-3404-014,A313404014,,ASPOCK,334,0
A31-3504-047,A313504047,A31-3504-047,ASPOCK,384,0
A31-3504-057,A313504057,A31-3504-057,ASPOCK,313,0
A31-3504-404,A313504404,31-3504-404,ASPOCK,469,4
A31-3608-004,A313608004,313608004,ASPOCK,395,4
A31-3608-014,A313608014,313608014,ASPOCK,395,2
A31-3704-014,A313704014,313704014,ASPOCK,307,0
A31-3704-017,A313704017,127551600,ASPOCK,298,0
A31-6614-014,A316614014,,ASPOCK,331,0
A31-6614-074,A316614074,316614074,ASPOCK,311,0
A31-6704-014,A316704014,316704014,ASPOCK,411,0
A31-6704-064,A316704064,,ASPOCK,291,0
A31-6904-003,A316904003,127552167,ASPOCK,277,0
A31-6904-014,A316904014,316904014,ASPOCK,235,0
A31-6904-034,A316904034,316904034,ASPOCK,247,0
A31-6904-037,A316904037,316904037,ASPOCK,0,0
A31-7704-014,A317704014,317704014,ASPOCK,299,2
A31-7704-017,A317704017,A317704017,ASPOCK,289,4
A31-7704-034,A317704034,,ASPOCK,332,0
A31-7704-037,A317704037,A317704037,ASPOCK,317,0
A31-7804-017,A317804017,,ASPOCK,0,0
A33-8100-107,A338100107,,ASPOCK,1011,2
A33-8914-007,A338914007,338914007,ASPOCK,534,2
A33-9200-201,A339200201,339200207,ASPOCK,1038,0
A34-5703-001,A345703001,34-5703-001,ASPOCK,1608,8
A34-5802-001,A345802001,34-5802-001,ASPOCK,1608,4
A35-0201-017,A350201017,350201017,ASPOCK,1814,0
A35-0201-037,A350201037,350201037,ASPOCK,1932,0
A35-0202-017,A350202017,350202017,ASPOCK,1814,0
A35-0202-037,A350202037,350203037,ASPOCK,1814,1
A36-3004-014,A363004014,363004014,ASPOCK,170,0
A36-3004-017,A363004017,A363004017,ASPOCK,151,0
A36-3007-047,A363007047,363007047,ASPOCK,242,3
A36-3007-054,A363007054,,ASPOCK,691,0
A36-3864-007,A363864007,,ASPOCK,474,0
A38-8220-007,A388220007,,ASPOCK,1296,0
A53-1667-037,A531667037,,ASPOCK,1880,0
A58-6647-007,A586647007,586647007,ASPOCK,1870,0
A65-1007-017,A651007017,651007017,ASPOCK,1912,0
A65-1007-027,A651007027,,ASPOCK,2143,0
A65-1022-017,A651022017,,ASPOCK,1706,0
A65-6003-007,A656003007,,ASPOCK,994,0
A65-6101-027,A656101027,,ASPOCK,840,0
A68-4980-037,A684980037,,ASPOCK,640,0
A68-4983-007,A684983007,A68-4983-000,ASPOCK,983,0
A68-5000-007,A685000007,,ASPOCK,150,0
A75-0310-007,A750310007,,ASPOCK,4218,0
A75-0328-007,A750328007,750328007,ASPOCK,1096,0
A75-0329-007,A750329007,750329007,ASPOCK,1096,0
A75-0331-007,A750331007,7503331007,ASPOCK,1692,0
A76-5100-001,A765100001,76-5100-007,ASPOCK,782,25
A76-5100-007,A765100007,A765100007,ASPOCK,726,0
A76-5100-047,A765100047,A76-5100-047,ASPOCK,640,60
A76-6430-007,A766430007,,ASPOCK,1777,0
A76-7037-057,A767037057,,ASPOCK,2347,0
A87-1285-007,A871285007,871285007,ASPOCK,1014,0
A97-1104-011,A971104011,,ASPOCK,9059,0
LC-500130,LC500130,LC-500130,ASPOCK,5061,2
D025228,,425558884,AUTOFREN Seinsa,495,0
D025234,,D025234,AUTOFREN Seinsa,272,3
D025254,,D025254,AUTOFREN Seinsa,360,2
D025309,,D025309,AUTOFREN Seinsa,216,0
D02546,,,AUTOFREN Seinsa,237,0
D025494,,233865,AUTOFREN Seinsa,241,0
D02554,,D02554,AUTOFREN Seinsa,146,4
D025576,,5542060,AUTOFREN Seinsa,230,3
D025632,,235415,AUTOFREN Seinsa,290,0
D02565,,D02565,AUTOFREN Seinsa,170,4
D41352,,D41352,AUTOFREN Seinsa,212,1
D41354,,D41354,AUTOFREN Seinsa,203,0
D41582C,,D41582C,AUTOFREN Seinsa,1013,1
D41594C,,D41594C,AUTOFREN Seinsa,680,0
D41620C,,D41620C,AUTOFREN Seinsa,878,4
D41725,,D41725,AUTOFREN Seinsa,222,0
D41728C,,D41728C,AUTOFREN Seinsa,576,0
D41850C,,,AUTOFREN Seinsa,588,0
D41935C,,D41935C,AUTOFREN Seinsa,1006,0
D42114C,,D42114C,AUTOFREN Seinsa,694,0
D42217,,D42217,AUTOFREN Seinsa,274,0
D42218C,,D42218C,AUTOFREN Seinsa,864,2
D42245,,D42245,AUTOFREN Seinsa,184,0
D42317C,,D42317C,AUTOFREN Seinsa,443,3
D42330C,,D42330C,AUTOFREN Seinsa,736,0
D42454C,,D42454C,AUTOFREN Seinsa,826,0
D42460C,,42554990,AUTOFREN Seinsa,778,5
D4577,,,AUTOFREN Seinsa,255,0
D4701,,D4701,AUTOFREN Seinsa,178,0
D4771,,D4771,AUTOFREN Seinsa,295,3
D4925,,D4925,AUTOFREN Seinsa,136,1
D4954,,D4954,AUTOFREN Seinsa,184,3
D7026,,D7026,AUTOFREN Seinsa,72,0
D7026C,,D7026C,AUTOFREN Seinsa,276,0
D7030C,,D7030C,AUTOFREN Seinsa,213,0
D7034C,,D7034C,AUTOFREN Seinsa,293,0
D7099C,,D7099C,AUTOFREN Seinsa,278,1
D7139C,,,AUTOFREN Seinsa,319,0
D7141C,,,AUTOFREN Seinsa,265,0
D7147C,,D7147C,AUTOFREN Seinsa,398,0
D7235C,,D7235C,AUTOFREN Seinsa,583,0
D7291C,,1501243,AUTOFREN Seinsa,204,0
RR955,,D42114C,AUTOFREN Seinsa,552,5
AF55021,,,BALDWIN,2497,0
BF1374-SP,,P550900,BALDWIN,821,5
BT526,,,BALDWIN,358,0
BT8420,,,BALDWIN,803,0
BT8840-MPG,,HF6552,BALDWIN,948,0
BT8853-MPG,,BT8853-MPG,BALDWIN,1159,0
P7232,,,BALDWIN,566,5
PA2456,,,BALDWIN,1910,0
PA7680,,,BALDWIN,1351,0
PA7984,,5000284118,BALDWIN,419,1
PF788910,PF7889-10 ,,BALDWIN,305,3
RS4642,,,BALDWIN,2483,0
SKL2513,,PA9951,BALDWIN,343,1
SL1945,,,BALDWIN,308,0
SP4554,,,BALDWIN,103,3
1387035,,,BEHR,3107,0
1960437/BEHR,,,BEHR,3581,13
8MK376745-251,,81061016792,BEHR,10169,0
AB26000P,,A0028302408,BEHR,2157,5
AB38000P,,AB 38 000P,BEHR,3535,43
AB87000P,,AB 87 000P,BEHR,1092,14
ABR10000P,,81.25907.0249,BEHR,624,3
ABR101000P,,A0018216960,BEHR,338,32
ABR109000P,,82349001,BEHR,629,0
ABR83000P,,81259070187,BEHR,663,9
ABR9000P,,20852837,BEHR,1066,1
AC121000P,,1629115,BEHR,2462,2
AC126000P,,AC 126 000P,BEHR,3254,0
AC283000P,,9425000154,BEHR,2189,5
AC671000P,,AC 671 000P,BEHR,2750,0
AC783000P,,A9605001454,BEHR,3119,14
ACP491000P,,51779707018,BEHR,6074,5
ACP546000P,,82436934,BEHR,10413,0
ACPL16000P,,7950024850,BEHR,364,28
AD226000P,,0008302483,BEHR,1792,7
AE109000P,,1829382,BEHR,2490,12
AE146000P,,81.61920.6036,BEHR,5308,3
AE67000P,,A0018308458,BEHR,2873,2
AH130000P,,AH 130 000P,BEHR,1081,13
AH131000P,,A0008300720,BEHR,871,7
AH50000P,,1454123,BEHR,1108,2
AH5000P,,AH 5 000P,BEHR,1300,18
AVE132000P,,AVE 132 000P,BEHR,582,64
CE13000P,,A4711405175,BEHR,17934,0
CFC100000P,,7420993866,BEHR,8400,0
CFC135000P,,51066300117,BEHR,7200,2
CFC173000P,,A4702000222,BEHR,8810,3
CFC197000P,,51066300135,BEHR,9111,3
CFC26000P,,5010315994,BEHR,6785,2
CFC37000P,,A9062001022,BEHR,3301,1
CFC50000P,,A9042000322,BEHR,2159,0
CFC97000P,,1737460,BEHR,8564,6
CFF417000S,,1390875,BEHR,10294,0
CFF420000P,,1412398,BEHR,5417,5
CFF441000P,,20450240,BEHR,6810,1
CFF454000P,,1856995,BEHR,8213,3
CFF457000P,,21037403,BEHR,6966,0
CFF459000P,,500392864,BEHR,3935,0
CFF460000P,,1520308,BEHR,8944,1
CFW34000P,,A0032054506,BEHR,2044,3
CFW55000P,,A4712050606,BEHR,2343,2
CI136000P,,81.06130.0228,BEHR,5800,14
CI147000P,,81061006556,BEHR,6183,6
CI178000P,,81061300212,BEHR,7135,0
CI233000P,,51095007146,BEHR,13216,2
CI251000P,,51095007129,BEHR,9928,2
CLC208000P,,,BEHR,7250,0
CLC63000P,,1387035,BEHR,3119,6
CR1149000P,,81061010061,BEHR,4432,5
CR1152000P,,81061016515,BEHR,12023,0
CR1160000P,,81.06101.0064,BEHR,7224,3
CR1167000P,,81061016522,BEHR,8317,2
CR1168000P,,81061010059,BEHR,8345,1
CR1217000P,,A9735000803,BEHR,4799,3
CR685000P,,81061016438,BEHR,6484,2
CR696000P,,570491,BEHR,6247,0
CR701000P,,81061016462,BEHR,7054,7
CR705000P,,41214447,BEHR,6265,3
CR771000P,,81061016492,BEHR,5089,2
CR784000P,,81.06100.6556,BEHR,3535,4
CRB15000P,,CRB 15 000P,BEHR,268,5
CRT32000P,,1295910,BEHR,2235,8
CRT42000P,,A6295000849,BEHR,4514,0
CRT54000P,,A0005003949,BEHR,1423,3
CRT67000P,,1684655,BEHR,2449,0
CRT99000P,,CRT 99 000P,BEHR,1231,9
CV4000P,,81619800043,BEHR,392,1
CV5000P,,0018300084,BEHR,494,3
CV6000P,,CV 6 000P,BEHR,281,35
CV9000P,,CV 9 000P,BEHR,434,6
E8418005,,1626237,BEHR,2373,0
MG442,,0120468037,BEHR,2921,0
R106000,,504215464,BEHR,863,13
"19010/20,6",,WVA19010/00,BERAL,1949,1
"19010/21,6",,WVA19010/01,BERAL,1598,1
"19032/21,0",,WVA19032/03,BERAL,1469,1
"19036/19,6",,WVA19036/19037/01,BERAL,1407,1
"19075/19,0",,WVA19075/00,BERAL,3541,0
"19075/20,0",,WVA19075/01,BERAL,2040,0
"19075/21,0",,WVA19075/02,BERAL,2443,3
"19283/21,6",,WVA19283/01,BERAL,1669,3
"19283/22,6",,WVA19283/02,BERAL,2160,2
"19496/18,3/75",,WVA19488/01,BERAL,1290,0
"19560/20,0",,WVA19560/01,BERAL,2028,2
"29011/25,0",,WVA29011,BERAL,2140,0
"29043/24,0",,WVA29043,BERAL,3208,1
BCR254A,,,BERAL,1949,0
BCR375A,,,BERAL,2265,0
KR21136,,,BERAL,478,0
TIR-0041,,,BERAL,2011,0
TIR-0045,,,BERAL,1159,0
TIR-0391,,,BERAL,2584,0
TIR-0691,,,BERAL,2379,0
TIR-1268,,,BERAL,1998,0
TIR-1269,,,BERAL,1824,0
TIR-1345,,,BERAL,2187,0
TIR-2298,,,BERAL,324,0
TIR-2299,,,BERAL,324,0
TIR-3346,,,BERAL,1963,0
0102123202,,0102123202,BERU,349,0
GH931,0102133402,0102133402,BERU,432,101
EVL134,0001583931,0001583931,BERU,55,0
GSE152,,04L907281,BERU,0,0
LKK006,,LKK006,BERU,13568,1
UPT18P,,,BERU,67,0
UPT2,,,BERU,48,0
Z193,,,BERU,45,0
Z24,,,BERU,33,0
20010208260,,51043010089,BF,82,0
20010228760,,51043010109,BF,440,0
20010510140,,04909191,BF,417,25
20050226760,,51021010801,BF,39312,0
20050347100,,4710300401,BF,43192,0
20050350100,,5410302901,BF,30833,0
20060208361,,51024006023,BF,1413,0
20060220660,,51024006066,BF,2909,0
20060220669,,51904900079,BF,22,12
20060225660,,51024016141,BF,1471,4
20060228661,,51024006044,BF,2135,0
20060228669,,51904900021,BF,33,2
20060228760,,51024006049,BF,2040,0
20060340100,,4410300820,BF,1140,5
20060344200,,4420300220,BF,0,0
20060347100,,4710300520,BF,2169,16
20060347109,,A4710380071,BF,49,24
20060350100,,5410300820,BF,1449,0
20060393600,,A9360300120,BF,1695,12
20060714001,,1943845,BF,209,0
200607DC129,,1100867,BF,37,24
20060910500,,1954267,BF,3857,0
20060910509,,1878508,BF,47,0
20090208264,,51023100086,BF,633,0
20090226760,,51023015283,BF,3205,0
20090347000,,A4700301005,BF,2866,3
20090347100,,A4710302305,BF,2866,0
20090347105,,A4710320005,BF,582,4
20090390010,,3660320105,BF,480,0
20090712001,,1388326,BF,5702,0
200909XF950,,1442512,BF,5208,0
20100208362,,51044010789,BF,5414,0
20100347100,,A4710501701,BF,9681,0
20100347101,,A4710501801,BF,9681,0
20100347102,,A4710501401,BF,10247,0
20100347103,,A4710502001,BF,10247,0
20100350060,,5410500722,BF,312,11
20100390605,,9060503201,BF,14535,0
20100411002,,22584592,BF,12672,1
20100411003,,7421745877,BF,13233,0
